171,ORD,2025-03-25T12:55:00,LAX,2025-03-25T15:32:00,UA,1363,213.46,9,2025-02-26
172,ORD,2025-03-25T10:49:00,LAX,2025-03-25T13:39:00,UA,1484,253.47,9,2025-02-26
173,ORD,2025-03-25T07:00:00,LAX,2025-03-25T09:45:00,UA,2449,291.51,9,2025-02-26
174,ORD,2025-03-25T18:20:00,SNA,2025-03-25T20:58:00,AS,4236,219.44,7,2025-02-26
175,ORD,2025-03-25T09:55:00,SNA,2025-03-25T12:42:00,AS,4238,219.44,7,2025-02-26
176,ORD,2025-03-25T15:50:00,SNA,2025-03-25T18:33:00,UA,1983,219.44,9,2025-02-26
177,ORD,2025-03-25T08:20:00,SNA,2025-03-25T11:05:00,AS,4546,219.44,7,2025-02-26
178,ORD,2025-03-25T09:03:00,SNA,2025-03-25T11:53:00,UA,1967,253.47,7,2025-02-26
179,ORD,2025-03-25T08:00:00,LGA,2025-03-25T11:11:00,UA,398,147.46,9,2025-02-26
180,ORD,2025-03-25T07:00:00,LGA,2025-03-25T10:19:00,UA,3507,147.46,9,2025-02-26
181,ORD,2025-03-25T09:00:00,LGA,2025-03-25T12:11:00,UA,2661,208.50,9,2025-02-26
182,ORD,2025-03-25T21:40:00,EWR,2025-03-26T00:45:00,UA,1633,129.52,9,2025-02-26
183,ORD,2025-03-25T06:00:00,EWR,2025-03-25T09:08:00,UA,2679,129.52,9,2025-02-26
184,ORD,2025-03-25T07:10:00,EWR,2025-03-25T10:18:00,UA,563,129.52,9,2025-02-26
185,ORD,2025-03-25T12:48:00,EWR,2025-03-25T16:00:00,UA,2238,129.52,9,2025-02-26
186,ORD,2025-03-25T20:15:00,EWR,2025-03-25T23:28:00,UA,2362,129.52,9,2025-02-26
187,ORD,2025-03-25T18:11:00,EWR,2025-03-25T21:28:00,UA,534,129.52,9,2025-02-26
188,ORD,2025-03-25T10:53:00,EWR,2025-03-25T14:05:00,UA,1536,147.46,9,2025-02-26
189,ORD,2025-03-25T11:49:00,EWR,2025-03-25T15:01:00,UA,2488,147.46,9,2025-02-26
190,ORD,2025-03-25T09:05:00,EWR,2025-03-25T12:20:00,UA,1213,147.46,9,2025-02-26
191,ORD,2025-03-25T10:54:00,JFK,2025-03-25T14:04:00,B6,906,163.27,7,2025-02-26
192,LAX,2025-03-25T10:55:00,EWR,2025-03-25T19:17:00,AS,286,133.27,7,2025-02-26
193,LAX,2025-03-25T07:00:00,EWR,2025-03-25T15:23:00,AS,284,133.27,7,2025-02-26
194,LAX,2025-03-25T21:10:00,EWR,2025-03-26T05:04:00,UA,2397,183.45,9,2025-02-26
195,LAX,2025-03-25T23:15:00,EWR,2025-03-26T07:10:00,UA,2303,183.45,9,2025-02-26
196,LAX,2025-03-25T16:30:00,EWR,2025-03-26T00:41:00,UA,1700,183.45,9,2025-02-26
197,LAX,2025-03-25T08:40:00,EWR,2025-03-25T16:59:00,UA,2096,258.52,9,2025-02-26
198,LAX,2025-03-25T10:20:00,EWR,2025-03-25T18:39:00,UA,2127,303.48,9,2025-02-26
199,LAX,2025-03-25T14:50:00,EWR,2025-03-25T22:46:00,UA,1939,358.44,9,2025-02-26
200,LAX,2025-03-25T07:30:00,EWR,2025-03-25T15:30:00,UA,2133,358.44,9,2025-02-26
201,LAX,2025-03-25T13:15:00,EWR,2025-03-25T21:16:00,UA,1855,358.44,9,2025-02-26
202,LAX,2025-03-25T11:40:00,EWR,2025-03-25T19:59:00,UA,1981,358.44,9,2025-02-26
203,LAX,2025-03-25T14:15:00,JFK,2025-03-25T22:33:00,B6,524,133.27,7,2025-02-26
204,LAX,2025-03-25T06:00:00,JFK,2025-03-25T14:20:00,B6,1316,133.27,7,2025-02-26
205,LAX,2025-03-25T15:30:00,JFK,2025-03-25T23:50:00,B6,2124,133.27,7,2025-02-26
206,LAX,2025-03-25T11:05:00,JFK,2025-03-25T19:29:00,B6,724,133.27,7,2025-02-26
207,LAX,2025-03-25T22:40:00,JFK,2025-03-26T07:04:00,B6,1524,133.27,7,2025-02-26
208,LAX,2025-03-25T06:00:00,JFK,2025-03-25T14:26:00,B6,2824,133.27,7,2025-02-26
209,LAX,2025-03-25T08:30:00,JFK,2025-03-25T16:56:00,B6,424,133.27,7,2025-02-26
210,LAX,2025-03-25T09:30:00,JFK,2025-03-25T17:56:00,B6,224,133.27,7,2025-02-26
211,LAX,2025-03-25T22:55:00,JFK,2025-03-26T07:23:00,B6,2924,218.34,7,2025-02-26
212,LAX,2025-03-25T07:00:00,JFK,2025-03-25T15:30:00,6X,3669,445.30,9,2025-02-26
213,LAX,2025-03-25T06:30:00,JFK,2025-03-25T15:10:00,6X,3668,445.30,9,2025-02-26
214,SNA,2025-03-25T12:53:00,EWR,2025-03-25T20:58:00,UA,1559,248.51,9,2025-02-26
215,SNA,2025-03-25T21:10:00,EWR,2025-03-26T05:18:00,UA,2074,248.51,9,2025-02-26
216,ORD,2025-03-26T12:55:00,LAX,2025-03-26T15:32:00,UA,1363,144.47,9,2025-02-26
217,ORD,2025-03-26T21:14:00,LAX,2025-03-26T23:59:00,UA,1641,144.47,9,2025-02-26
218,ORD,2025-03-26T13:55:00,LAX,2025-03-26T16:42:00,UA,378,144.47,9,2025-02-26
219,ORD,2025-03-26T10:55:00,LAX,2025-03-26T13:45:00,UA,1484,144.47,9,2025-02-26
220,ORD,2025-03-26T15:55:00,LAX,2025-03-26T18:45:00,UA,1124,144.47,9,2025-02-26
221,ORD,2025-03-26T17:50:00,LAX,2025-03-26T20:40:00,UA,298,144.47,9,2025-02-26
222,ORD,2025-03-26T19:46:00,LAX,2025-03-26T22:38:00,UA,2106,144.47,9,2025-02-26
223,ORD,2025-03-26T07:00:00,LAX,2025-03-26T09:45:00,UA,2449,253.47,9,2025-02-26
224,ORD,2025-03-26T08:45:00,LAX,2025-03-26T11:34:00,UA,1584,253.47,9,2025-02-26
225,ORD,2025-03-26T18:20:00,SNA,2025-03-26T20:58:00,AS,4236,219.44,4,2025-02-26
226,ORD,2025-03-26T15:56:00,SNA,2025-03-26T18:39:00,UA,1983,219.44,9,2025-02-26
227,ORD,2025-03-26T09:03:00,SNA,2025-03-26T11:53:00,UA,1967,219.44,9,2025-02-26
228,ORD,2025-03-26T08:20:00,SNA,2025-03-26T11:05:00,AS,4546,219.44,7,2025-02-26
229,ORD,2025-03-26T06:00:00,LGA,2025-03-26T09:07:00,UA,382,129.52,9,2025-02-26
230,ORD,2025-03-26T14:00:00,LGA,2025-03-26T17:10:00,UA,2306,129.52,9,2025-02-26
231,ORD,2025-03-26T08:00:00,LGA,2025-03-26T11:11:00,UA,398,129.52,9,2025-02-26
232,ORD,2025-03-26T20:00:00,LGA,2025-03-26T23:12:00,UA,1576,129.52,9,2025-02-26
233,ORD,2025-03-26T16:00:00,LGA,2025-03-26T19:13:00,UA,1946,129.52,9,2025-02-26
234,ORD,2025-03-26T12:00:00,LGA,2025-03-26T15:14:00,UA,1759,129.52,9,2025-02-26
235,ORD,2025-03-26T18:00:00,LGA,2025-03-26T21:15:00,UA,2179,129.52,9,2025-02-26
236,ORD,2025-03-26T18:30:00,LGA,2025-03-26T21:46:00,UA,1293,129.52,9,2025-02-26
237,ORD,2025-03-26T07:00:00,LGA,2025-03-26T10:19:00,UA,3507,129.52,9,2025-02-26
238,ORD,2025-03-26T10:00:00,LGA,2025-03-26T13:19:00,UA,3449,129.52,9,2025-02-26
239,ORD,2025-03-26T15:00:00,LGA,2025-03-26T18:20:00,UA,3592,129.52,9,2025-02-26
240,ORD,2025-03-26T17:00:00,LGA,2025-03-26T20:20:00,UA,5788,129.52,9,2025-02-26
241,ORD,2025-03-26T11:00:00,LGA,2025-03-26T14:12:00,UA,1677,147.46,9,2025-02-26
242,ORD,2025-03-26T09:00:00,LGA,2025-03-26T12:11:00,UA,2661,178.50,9,2025-02-26
243,ORD,2025-03-26T21:40:00,EWR,2025-03-27T00:45:00,UA,1633,129.52,9,2025-02-26
244,ORD,2025-03-26T06:00:00,EWR,2025-03-26T09:08:00,UA,2679,129.52,9,2025-02-26
245,ORD,2025-03-26T07:10:00,EWR,2025-03-26T10:18:00,UA,563,129.52,9,2025-02-26
246,ORD,2025-03-26T11:49:00,EWR,2025-03-26T15:01:00,UA,2488,129.52,9,2025-02-26
247,ORD,2025-03-26T20:15:00,EWR,2025-03-26T23:28:00,UA,2362,129.52,9,2025-02-26
248,ORD,2025-03-26T09:05:00,EWR,2025-03-26T12:20:00,UA,1213,129.52,9,2025-02-26
249,ORD,2025-03-26T18:11:00,EWR,2025-03-26T21:28:00,UA,534,129.52,9,2025-02-26
250,ORD,2025-03-26T10:53:00,EWR,2025-03-26T14:05:00,UA,1536,178.50,9,2025-02-26
251,ORD,2025-03-26T12:48:00,EWR,2025-03-26T16:00:00,UA,2238,208.50,9,2025-02-26
252,ORD,2025-03-26T16:44:00,EWR,2025-03-26T19:59:00,UA,1727,208.50,9,2025-02-26
253,ORD,2025-03-26T15:45:00,EWR,2025-03-26T19:00:00,UA,702,243.46,9,2025-02-26
254,ORD,2025-03-26T10:54:00,JFK,2025-03-26T14:04:00,B6,906,94.29,7,2025-02-26
